Age,Salary,CreditScore,Gender,SpendingScore,MembershipYears,PreviousPurchases,Purchased
63,59346,368,Female,89,9,2,0
32,90411,748,Male,61,7,28,1
26,74478,556,Female,46,3,20,0
32,32254,789,Male,51,13,1,0
41,75734,348,Male,62,3,5,0
21,48621,615,Female,35,8,30,0
29,136490,712,Female,81,10,23,1
54,96441,733,Male,42,2,39,1
54,66121,301,Female,45,6,16,0
60,147386,444,Female,68,0,4,0
23,101418,665,Male,75,6,1,0
56,80197,719,Male,47,9,11,0
63,104577,872,Male,79,10,4,0
41,114634,860,Female,30,1,41,1
28,138034,743,Male,24,11,40,1
30,62431,733,Male,66,13,19,1
51,137637,854,Female,43,13,7,0
42,119245,356,Female,34,5,0,0
24,120211,861,Male,23,14,5,0
21,24837,477,Female,61,12,10,0
25,131984,592,Female,95,8,2,0
37,110025,345,Female,37,5,30,0
46,103163,469,Male,13,2,27,0
62,91232,570,Male,97,0,46,1
63,68994,716,Male,71,11,42,1
27,99079,438,Female,96,11,4,1
60,32615,546,Male,7,14,25,0
51,21466,447,Male,42,3,15,0
43,50771,529,Female,38,3,30,0
58,138645,673,Female,52,12,27,1
20,103886,379,Male,44,7,6,0
23,85911,364,Female,64,9,37,1
22,118566,387,Male,13,9,8,0
22,40746,387,Male,88,13,38,1
64,108422,503,Male,28,12,34,1
40,129884,681,Female,96,6,42,1
26,80739,775,Female,82,9,26,1
52,128440,872,Male,98,6,11,1
37,118187,838,Male,98,6,24,1
59,93369,513,Male,1,11,42,1
52,21893,373,Male,43,1,28,0
35,50573,360,Female,42,8,30,0
34,116907,842,Male,95,5,33,1
41,60874,518,Male,50,1,32,0
20,97362,311,Female,60,0,26,0
49,119956,714,Male,1,10,1,0
52,107460,331,Male,51,0,13,0
55,147021,459,Male,16,0,12,0
30,138580,536,Male,39,3,23,1
64,53367,480,Male,15,3,4,0
42,41199,857,Female,33,13,33,1
26,136600,640,Female,87,11,22,1
21,111404,757,Female,53,8,18,0
31,94328,379,Female,98,12,29,1
54,77724,772,Male,17,11,48,1
51,106133,411,Female,89,11,42,1
28,56405,591,Female,6,0,15,0
58,118232,682,Female,31,2,49,1
20,128659,316,Female,69,2,39,1
45,35989,792,Female,40,7,33,1
46,48931,630,Female,30,1,48,0
26,29290,785,Female,69,5,10,0
20,58367,705,Female,76,10,13,0
42,141136,416,Male,7,3,47,1
51,99878,854,Female,13,12,46,1
29,110477,414,Male,4,9,14,0
59,99481,848,Female,50,5,34,1
26,96298,846,Female,3,12,6,0
32,146299,635,Female,12,4,28,0
57,50133,635,Male,65,11,43,1
42,132616,446,Male,27,8,21,0
22,125686,421,Female,50,8,22,1
28,47052,380,Male,77,0,23,0
51,127286,674,Female,17,2,34,0
41,105489,869,Male,72,0,9,0
32,60475,362,Male,32,5,7,0
55,102666,803,Male,84,11,47,1
25,116622,748,Female,51,2,47,1
22,77656,727,Male,17,13,11,0
43,24633,726,Male,34,0,28,0
35,37304,720,Female,35,5,28,0
23,127573,621,Male,99,4,22,1
54,117820,465,Female,24,11,25,1
30,66546,896,Female,54,11,36,1
45,27008,760,Male,18,7,31,0
22,68291,758,Female,50,13,37,1
30,47405,488,Male,46,1,5,0
34,137069,763,Male,48,7,7,0
57,56386,678,Female,33,11,16,0
62,110909,301,Male,87,4,11,0
49,40827,663,Male,89,7,21,1
46,53040,371,Female,27,11,13,0
20,80354,726,Female,1,9,33,1
57,98543,469,Male,85,3,18,0
51,38157,504,Female,59,14,5,0
57,117693,636,Female,10,3,17,0
44,55315,771,Female,95,9,35,1
30,55932,494,Female,25,14,36,1
62,41164,574,Male,84,14,37,1
50,34414,306,Male,57,3,14,0
23,147597,865,Female,66,13,37,1
41,34327,872,Male,15,10,39,0
36,133880,898,Female,28,14,8,1
33,20946,477,Female,13,5,5,0
57,34693,541,Male,14,3,1,0
45,47241,502,Male,66,8,15,0
50,135194,842,Male,34,8,0,0
58,115790,761,Male,99,2,29,1
30,35540,379,Female,25,6,47,0
60,92255,822,Female,54,11,32,1
62,84757,716,Male,79,4,0,0
42,61203,683,Female,12,14,38,1
59,45081,690,Male,9,11,15,0
53,81861,425,Male,31,8,16,0
44,31350,793,Male,78,1,47,1
55,75512,346,Female,93,2,47,1
24,76809,775,Female,53,9,37,1
22,121894,763,Male,43,4,17,0
60,117557,422,Male,38,11,21,1
62,62832,773,Male,42,4,21,0
48,48369,433,Male,72,9,34,1
40,51728,861,Female,48,11,30,1
59,37576,322,Female,67,14,39,1
27,49001,865,Male,66,13,26,1
49,147625,534,Male,16,13,35,1
60,103384,358,Female,83,6,3,0
47,20390,463,Male,94,12,48,1
56,107535,515,Female,16,13,4,0
48,65436,482,Female,31,7,24,0
35,31569,868,Male,58,7,30,1
53,33029,389,Female,28,13,13,0
19,42490,610,Female,4,0,29,0
31,65875,856,Female,10,13,46,1
30,143552,556,Female,51,0,11,0
46,120864,832,Male,18,2,26,0
29,25867,832,Female,47,0,44,0
56,100820,351,Female,32,0,23,0
19,119515,637,Female,30,9,29,0
49,29121,470,Male,36,7,17,0
30,21539,366,Male,9,0,13,0
63,111024,599,Male,36,8,18,1
44,37027,531,Female,29,1,21,0
58,147402,367,Male,16,8,25,1
34,94229,805,Male,92,13,6,1
57,28921,327,Male,21,6,27,0
48,70435,350,Female,64,8,37,1
51,142368,559,Male,66,2,4,0
41,30310,890,Male,59,0,35,0
62,83965,885,Male,99,0,17,0
52,142033,483,Female,28,10,13,0
23,131048,322,Female,55,14,47,1
36,116444,428,Male,31,9,22,0
47,89922,590,Male,33,5,13,0
24,117799,800,Male,87,6,31,1
27,113948,485,Female,60,8,4,0
58,102839,778,Female,41,5,21,1
49,32242,870,Male,81,4,27,0
51,137027,791,Female,46,13,42,1
45,132561,812,Male,49,1,11,0
32,28947,366,Female,65,1,17,0
47,132250,766,Male,42,7,35,1
54,91466,584,Female,23,14,30,1
46,123706,716,Male,27,0,12,0
39,140351,399,Female,89,7,19,1
21,144749,488,Male,32,10,44,1
37,81816,687,Male,83,9,35,1
49,68785,540,Male,88,10,6,0
53,139963,716,Male,3,6,22,0
21,20507,475,Female,60,6,33,0
44,86972,686,Male,76,4,49,1
34,47151,770,Female,99,2,31,1
29,31618,532,Female,79,6,20,0
39,94286,751,Male,17,6,5,0
34,36122,576,Male,32,6,15,0
27,27354,528,Male,7,11,34,0
18,129598,470,Male,83,14,46,1
39,50979,512,Female,71,14,19,0
43,106436,581,Female,69,10,41,1
35,99376,340,Female,58,1,40,1
31,72774,421,Female,40,2,10,0
64,122703,526,Male,85,2,31,1
46,25037,593,Female,48,3,13,0
29,48633,899,Male,51,11,23,1
53,44495,566,Male,57,8,43,1
52,84550,840,Female,71,9,38,1
29,101384,750,Female,37,14,42,1
24,56483,748,Female,87,0,30,1
46,133181,360,Female,75,14,16,1
28,93373,801,Female,74,14,24,1
50,54069,446,Female,85,11,8,0
23,27370,633,Male,55,6,21,0
64,139873,441,Male,41,6,44,1
32,136843,343,Male,97,10,47,1
49,91947,443,Female,20,3,34,0
28,59133,632,Male,33,12,36,1
40,116035,796,Male,40,10,16,0
43,115761,695,Male,99,0,27,1
51,133753,354,Male,34,2,0,0
63,20692,606,Male,62,4,8,0
51,48926,722,Male,91,11,48,1
46,119782,716,Female,19,1,12,0
21,124700,624,Female,43,6,46,1
34,93984,379,Female,69,13,31,1
52,63390,330,Male,63,9,27,1
30,69593,411,Female,93,9,30,1
58,95609,857,Female,10,6,7,0
56,120950,863,Male,13,11,7,0
32,25209,771,Female,93,9,33,1
46,146700,373,Male,5,4,22,0
46,26533,852,Female,58,14,9,0
28,106597,778,Male,59,11,36,1
49,27211,888,Male,76,9,47,1
19,29927,686,Female,59,14,24,0
64,97463,863,Male,77,5,32,1
31,137333,732,Female,86,0,44,1
37,44594,711,Male,15,3,3,0
39,94852,766,Female,77,3,6,0
28,97713,898,Female,1,10,32,1
44,96382,547,Male,38,7,1,0
20,27933,880,Female,53,14,47,1
34,123780,419,Female,52,1,45,1
61,132157,366,Female,1,0,31,0
45,60696,872,Male,11,6,4,0
46,85449,626,Male,58,5,45,1
38,87616,769,Female,40,4,16,0
64,26089,792,Female,86,11,11,1
33,76548,585,Male,99,12,11,1
54,46123,611,Male,60,12,34,1
37,27797,608,Female,44,12,20,0
23,70013,396,Male,6,7,20,0
36,28346,412,Male,28,10,1,0
22,105414,755,Female,31,14,20,1
20,53672,762,Male,8,12,14,0
18,37653,431,Male,5,1,10,0
55,69556,420,Male,54,1,9,0
32,143723,496,Female,17,8,17,0
51,128278,781,Male,38,0,22,0
52,46140,338,Female,9,5,30,0
42,21184,865,Male,74,12,25,1
41,143626,811,Male,84,12,1,1
29,54493,773,Female,78,2,38,1
35,64148,460,Female,14,14,6,0
32,44846,588,Female,26,12,23,0
61,131361,499,Female,93,4,38,1
33,42195,827,Male,62,7,31,1
44,25606,802,Female,91,6,25,1
25,23956,547,Female,25,12,22,0
63,36555,682,Female,80,11,13,1
42,110385,517,Male,36,3,28,0
34,38690,386,Male,98,7,24,1
46,78502,381,Female,80,10,30,1
25,144586,361,Female,33,10,1,0
32,68849,799,Female,3,9,1,0
44,46347,341,Female,87,10,22,1
63,118725,311,Male,11,13,46,1
24,123844,414,Female,58,1,10,0
20,111321,517,Male,64,6,28,1
46,69056,405,Female,18,4,41,0
61,83851,827,Female,47,10,34,1
41,118234,771,Male,44,5,48,1
20,101502,686,Female,93,2,8,1
37,116633,525,Female,59,10,31,1
63,101418,780,Female,50,9,29,1
32,90211,707,Female,69,6,14,1
42,61850,756,Male,88,6,13,0
47,98545,320,Female,29,1,16,0
31,47843,502,Female,93,0,21,0
24,82320,716,Male,90,9,29,1
34,49793,715,Female,67,1,16,0
61,59516,747,Male,2,11,15,0
37,124407,811,Female,25,7,7,0
53,149045,384,Female,19,10,38,1
26,37857,466,Female,40,9,30,0
55,39627,683,Male,2,2,11,0
39,81822,767,Male,83,10,32,1
19,104101,371,Female,65,3,11,0
41,111561,820,Male,62,7,24,1
25,72248,772,Female,91,2,37,1
28,75798,557,Male,54,5,47,1
30,113368,574,Female,45,1,17,0
34,64116,319,Male,49,2,18,0
25,95318,789,Female,99,0,2,0
38,124186,789,Male,69,8,34,1
35,147119,625,Male,38,3,4,0
47,107902,828,Male,4,5,34,1
35,48557,388,Male,17,14,26,0
63,91334,785,Female,53,6,36,1
64,95163,649,Female,85,1,45,1
48,126719,383,Male,53,7,20,1
55,143099,686,Female,31,11,15,1
49,98002,386,Male,22,8,27,0
28,62614,606,Female,11,13,24,0
62,32720,453,Male,34,9,32,0
42,77608,739,Female,15,10,16,1
50,127449,563,Female,10,1,42,1
55,122828,720,Male,96,4,29,1
58,146613,792,Male,53,1,40,1
25,92095,710,Male,48,10,3,0
28,125924,472,Male,31,4,1,0
39,104694,303,Male,37,6,8,0
41,116452,771,Female,28,5,30,1
58,107593,409,Male,31,3,24,0
34,55892,336,Female,70,13,36,1
29,126975,882,Male,14,1,35,0
63,97242,330,Female,87,6,4,0
49,136041,680,Female,16,11,23,1
32,146202,567,Male,25,9,23,0
33,97606,310,Male,39,8,28,0
39,143769,643,Female,66,0,49,1
45,138542,843,Female,38,2,44,1
37,126438,868,Male,41,6,30,1
50,20924,465,Female,98,14,36,1
27,71322,641,Female,40,13,18,1
57,46478,781,Female,64,8,22,0
49,91042,318,Female,89,12,34,1
50,66418,483,Female,16,4,49,1
19,82217,844,Female,82,6,5,0
50,120699,309,Male,77,14,5,1
50,110140,891,Male,59,9,36,1
58,100846,491,Male,91,6,29,1
30,93762,619,Male,98,3,0,1
47,31781,879,Female,11,4,7,0
50,25515,774,Male,1,1,27,0
30,137358,726,Female,13,7,24,1
43,56133,358,Female,30,11,32,1
39,102508,735,Male,69,14,37,1
56,117628,396,Male,18,14,13,0
19,96946,795,Female,78,0,10,0
55,105058,577,Male,13,1,1,0
56,29095,564,Male,32,11,29,1
43,108583,308,Female,71,2,29,0
63,40470,756,Female,72,6,3,0
32,63129,572,Female,50,5,12,0
51,28531,307,Female,71,13,6,0
59,57038,507,Female,80,6,37,1
61,107939,422,Female,31,10,2,0
57,62674,332,Male,51,4,8,0
28,147572,812,Male,27,13,13,1
20,114658,503,Male,60,3,10,0
23,102476,817,Female,33,14,36,1
26,49831,816,Female,53,14,13,1
23,77174,742,Male,93,6,18,1
26,31279,891,Male,72,2,7,0
56,58220,638,Male,33,12,6,0
48,80610,737,Female,41,9,6,0
49,72719,744,Male,19,6,2,0
58,144936,435,Male,85,1,2,0
29,73051,686,Male,41,11,17,1
25,92013,324,Female,85,11,44,1
25,76652,805,Male,89,7,32,1
45,85524,624,Male,42,11,36,1
37,102936,637,Female,23,5,27,0
64,26470,394,Female,75,11,35,1
24,87598,844,Female,33,14,15,1
28,61798,445,Female,20,2,14,0
37,144517,530,Female,25,2,28,0
33,73473,794,Male,90,4,17,1
21,39880,337,Male,52,2,48,1
23,120117,724,Female,12,5,45,1
39,64439,736,Female,32,1,45,0
43,140944,667,Female,33,7,18,1
20,34308,644,Female,74,12,28,1
58,111563,459,Male,68,10,5,0
59,116256,849,Male,15,11,44,1
31,55081,840,Female,51,10,49,1
28,95242,443,Female,6,8,46,1
35,70383,887,Female,91,12,26,1
29,29837,875,Female,69,14,6,0
40,124135,644,Male,69,6,26,1
29,72151,568,Female,82,13,18,1
30,138128,567,Female,92,2,16,1
42,56824,468,Male,35,10,40,1
62,53073,332,Female,86,13,10,0
36,132651,676,Male,34,9,4,0
63,117624,513,Female,63,3,1,0
53,113648,861,Female,68,11,46,1
62,46299,739,Male,18,9,11,0
25,119993,791,Female,26,1,41,0
46,78861,692,Male,86,8,41,1
49,50063,788,Male,97,13,10,1
61,89453,328,Male,61,4,9,0
35,141768,338,Female,78,11,27,1
23,143299,472,Female,95,1,6,0
35,88472,316,Male,74,9,13,1
36,122166,355,Female,88,5,12,1
39,34506,525,Female,85,6,4,0
54,114341,857,Female,48,12,41,1
49,99854,366,Male,72,1,7,0
58,133604,496,Male,96,14,49,1
20,46026,322,Female,31,0,0,0
45,47672,536,Male,34,12,4,0
27,58417,865,Female,87,6,10,0
52,72413,437,Female,89,0,42,1
46,144044,772,Female,7,2,47,1
32,85066,852,Male,83,3,9,0
50,79213,528,Male,7,1,14,0
24,70971,616,Female,47,6,38,1
29,47281,897,Male,8,4,46,1
47,133978,860,Female,78,0,28,1
38,48091,500,Male,1,11,24,0
48,70494,557,Male,77,11,47,1
41,123864,779,Male,3,7,5,0
37,133755,477,Female,53,9,10,0
54,38610,422,Female,92,6,16,0
21,21079,641,Female,38,3,14,0
45,115386,470,Male,51,1,15,0
61,66751,358,Female,15,14,1,0
37,106126,764,Female,67,6,35,1
41,75432,559,Female,64,10,18,1
49,50951,672,Female,68,1,37,1
58,100863,394,Male,5,5,49,1
53,98291,424,Male,90,0,20,0
51,145659,340,Female,89,13,10,1
53,79872,553,Male,10,6,40,0
19,27235,306,Male,8,6,2,0
32,102733,770,Male,12,11,33,1
51,82712,810,Male,64,3,17,0
53,41473,880,Male,59,3,14,0
23,87567,368,Female,67,14,24,1
56,126818,380,Male,91,9,49,1
59,145849,841,Female,50,4,14,0
29,127399,884,Female,23,1,29,1
20,144421,561,Female,40,8,16,0
62,99823,388,Male,97,9,17,1
35,124215,507,Male,78,3,30,1
57,129999,512,Male,87,10,49,1
38,52230,565,Male,95,8,42,1
32,104573,592,Female,77,13,17,1
50,112588,506,Female,76,2,34,1
52,88876,632,Female,99,8,12,1
43,60644,376,Male,18,0,13,0
25,68664,587,Female,21,6,35,0
53,65203,346,Female,1,3,17,0
47,86677,499,Female,38,6,4,0
40,45425,726,Male,41,13,13,0
59,143246,509,Female,42,9,24,1
61,104817,719,Female,9,14,43,1
31,127585,453,Male,23,5,38,0
31,105961,821,Female,78,3,11,0
19,120342,714,Male,11,3,39,1
54,145740,652,Female,71,7,27,1
22,117649,456,Male,31,6,34,1
55,89806,560,Male,88,3,0,0
62,62814,376,Male,26,10,2,0
58,90219,787,Female,30,5,42,1
64,69646,430,Female,34,5,49,0
31,59884,878,Male,46,0,6,0
56,115345,754,Male,69,12,8,0
42,146062,462,Male,5,1,35,0
37,120088,314,Male,61,3,22,0
19,138198,531,Male,83,5,23,1
56,89322,494,Male,38,5,9,0
23,41650,841,Male,28,0,49,0
34,114242,658,Male,26,7,47,1
42,29190,630,Male,61,1,11,0
45,58196,726,Male,23,12,18,0
19,59449,796,Male,46,4,31,0
52,59661,785,Male,30,3,23,0
54,49709,748,Female,67,4,21,0
22,130965,712,Male,92,4,2,0
18,100428,629,Female,33,14,39,1
57,95179,446,Female,3,9,26,0
29,29943,558,Female,69,7,18,0
53,63240,591,Male,83,9,8,0
62,65760,442,Female,42,6,48,1
40,41042,664,Male,62,11,12,0
64,141770,389,Female,58,13,1,1
48,63894,463,Male,57,8,35,1
28,26869,780,Male,1,11,28,0
27,81078,383,Female,73,10,10,0
20,76759,376,Female,60,12,33,1
31,125973,816,Male,69,14,3,1
33,64306,784,Female,59,0,3,0
27,128369,889,Male,46,5,0,0
46,75371,898,Male,34,5,24,1
27,40918,403,Male,97,1,25,0
29,48379,751,Female,25,10,10,0
47,140667,786,Male,42,7,22,1
58,128475,638,Male,29,5,1,0
18,110810,865,Male,25,10,18,1
22,103232,777,Male,54,12,28,1
37,22962,522,Female,73,9,39,1
25,33851,308,Female,67,8,3,0
60,137626,352,Female,15,9,15,0
29,65747,376,Female,4,4,46,0
18,145180,802,Male,38,6,36,1
37,72349,615,Male,20,5,26,1
45,90832,464,Male,23,10,4,0
60,76356,578,Male,37,14,14,1
54,34745,326,Male,62,4,22,0
64,25730,369,Male,8,5,48,0
54,33921,517,Female,37,3,2,0
29,118430,664,Male,45,2,17,0
54,91138,605,Male,97,12,42,1
61,103111,423,Male,33,0,25,0
45,39023,318,Female,7,0,5,0
64,65349,556,Male,22,5,43,0
32,146796,595,Male,5,13,16,0
23,101533,321,Male,15,8,45,1
61,103286,749,Female,21,7,37,1
37,61979,851,Male,89,11,41,1
31,42837,849,Male,17,1,47,0
19,34997,347,Female,56,8,49,1
26,124975,886,Male,50,7,26,1
54,108603,482,Female,7,13,19,0
37,65039,734,Male,50,13,5,1
43,147394,406,Female,60,11,34,1
46,40923,487,Male,83,8,11,0
18,28876,385,Male,7,3,47,0
52,80973,755,Female,40,8,2,0
23,22887,436,Male,45,1,47,0
54,83723,635,Male,59,12,3,0
22,62422,768,Female,88,0,44,1
50,122390,870,Male,75,12,3,1
31,71413,702,Female,55,8,3,0
29,122484,839,Male,64,9,38,1
59,22841,371,Female,65,7,20,0
37,144647,323,Male,54,6,43,1
41,48756,784,Male,96,13,1,0
60,91576,355,Female,40,12,15,0
51,138248,522,Male,53,7,6,0
42,30304,478,Female,44,11,18,0
46,50341,733,Female,63,0,42,1
56,24758,749,Female,2,13,32,0
48,37010,791,Male,79,8,8,0
64,147039,488,Male,21,11,36,1
60,80758,877,Male,88,9,16,1
40,51658,719,Female,50,10,26,1
61,69002,548,Female,81,8,32,1
55,123318,887,Female,52,14,48,1
37,21375,463,Male,9,11,11,0
40,119485,554,Female,99,10,44,1
62,42092,775,Male,20,8,10,0
33,20490,716,Male,83,12,12,1
59,23729,469,Male,18,13,30,0
25,25974,616,Male,84,5,12,0
38,138222,473,Male,30,3,37,1
18,105216,769,Male,65,12,25,1
25,103860,644,Male,24,1,30,1
46,147288,744,Male,88,10,21,1
49,116870,317,Female,47,3,5,0
55,41398,369,Male,83,6,19,0
22,54650,637,Male,94,0,20,0
64,41292,891,Female,90,13,9,1
39,121291,826,Female,44,8,18,1
64,123889,755,Female,29,2,34,1
51,23159,568,Female,77,12,25,1
18,118162,487,Male,68,12,6,1
43,82766,868,Female,17,3,36,0
60,114887,828,Female,97,11,7,1
27,122834,733,Female,5,4,4,0
47,37065,587,Female,92,11,43,1
35,41638,866,Male,88,12,35,1
34,21073,798,Female,81,2,27,0
43,66511,740,Female,50,3,49,1
25,104307,602,Female,40,4,2,0
64,145274,386,Female,46,11,38,1
57,120997,737,Male,51,0,7,0
29,127866,840,Female,11,13,14,1
44,49320,321,Female,12,8,26,0
25,89876,859,Female,13,9,48,1
42,54924,816,Male,64,12,35,1
63,101720,802,Female,8,9,15,0
21,60734,766,Female,65,12,25,1
50,88116,400,Male,9,13,44,1
18,60025,882,Female,92,3,43,1
36,114503,440,Male,2,12,3,0
48,22159,437,Male,78,8,11,0
33,68940,877,Female,13,3,16,0
31,99436,527,Female,2,13,40,1
22,96976,580,Male,68,0,43,1
58,34678,730,Male,76,11,25,1
43,81075,339,Female,48,4,30,0
45,67204,818,Male,74,12,14,1
19,32021,510,Male,3,8,33,0
23,26772,601,Female,68,2,28,0
26,87163,385,Male,6,4,8,0
50,129968,696,Male,87,2,13,1
58,93755,552,Male,5,11,35,1
42,43464,832,Male,3,2,3,0
30,71137,680,Male,10,0,37,0
26,50232,743,Male,43,1,36,0
30,81497,332,Female,19,1,23,0
48,128017,559,Male,14,8,16,0
58,94024,533,Female,21,6,12,0
28,120485,814,Female,43,7,19,1
21,129898,607,Female,28,1,16,0
51,71448,369,Female,21,8,26,0
55,125468,753,Female,36,12,32,1
63,104517,738,Female,24,2,20,0
21,20901,663,Female,54,9,16,0
55,107980,780,Female,38,12,21,1
36,127594,443,Male,17,1,24,0
23,103597,323,Female,22,11,2,0
51,22881,724,Female,83,0,26,0
35,49863,474,Female,45,8,26,0
30,131362,624,Male,74,7,45,1
58,25622,647,Female,61,12,11,0
40,142740,317,Male,11,14,14,0
36,21378,343,Female,61,11,37,1
62,103168,454,Female,38,10,19,0
28,113847,676,Male,66,3,21,0
18,91186,701,Female,33,6,1,0
41,65201,524,Male,43,11,3,0
24,140767,516,Male,31,13,44,1
42,127760,867,Female,35,2,12,0
38,79251,330,Female,37,2,31,0
32,92572,358,Male,47,3,21,0
18,59255,652,Male,23,1,24,0
29,83212,744,Female,36,13,26,1
24,70210,534,Female,40,9,16,0
32,145629,406,Female,90,3,5,1
38,136736,490,Male,89,9,42,1
36,42499,829,Female,81,2,15,1
46,122552,882,Male,15,7,7,0
42,71628,865,Female,37,10,32,1
50,81360,544,Male,4,1,9,0
49,24603,375,Male,22,10,33,0
52,113309,846,Female,81,8,18,1
61,147466,566,Male,22,2,13,0
55,105473,616,Male,81,3,2,0
43,32632,420,Male,78,12,40,1
28,50607,324,Male,78,9,22,0
52,111873,731,Male,17,13,39,1
25,85756,459,Female,72,14,10,0
63,66994,895,Female,98,9,46,1
31,83382,413,Male,90,14,5,1
27,90354,801,Female,94,14,33,1
19,76344,465,Male,86,2,0,0
63,73775,474,Male,80,2,34,1
26,27349,300,Female,94,7,24,0
20,91154,385,Male,80,7,28,1
38,47464,873,Male,38,12,22,1
43,62624,619,Male,24,12,17,0
25,141897,700,Female,99,5,13,1
19,146866,681,Female,6,3,16,0
23,57344,617,Male,68,0,1,0
45,145857,549,Male,82,3,30,1
46,103791,824,Male,6,7,18,0
43,44299,854,Male,26,5,31,0
42,67975,555,Male,91,1,27,0
29,21462,606,Female,41,2,40,0
22,140209,443,Female,75,11,7,0
51,101441,690,Female,38,6,41,1
54,110456,468,Female,80,10,40,1
32,101788,597,Male,83,10,39,1
61,126540,532,Male,43,3,38,1
53,60581,570,Female,53,3,21,0
32,120372,359,Female,15,14,23,1
60,91289,595,Male,90,14,37,1
40,125541,766,Female,56,4,1,0
23,34175,534,Male,56,7,40,1
63,141704,533,Male,31,13,40,1
61,26191,667,Male,83,13,18,1
60,103434,531,Female,57,6,40,1
62,104518,790,Female,51,8,1,0
38,100158,802,Female,24,14,27,1
40,86537,891,Female,58,4,31,1
60,135721,680,Female,73,0,18,0
33,67645,727,Male,87,3,15,0
64,128536,663,Female,4,5,29,0
32,43283,501,Male,10,5,21,0
42,143153,445,Male,63,8,13,0
53,106971,756,Male,73,9,0,1
28,112759,434,Female,83,12,44,1
32,79123,563,Female,15,4,1,0
21,122780,363,Female,98,4,21,1
38,50024,790,Female,63,5,45,1
30,69630,340,Female,19,10,32,1
39,50734,595,Female,63,5,14,0
36,20515,302,Female,56,2,49,0
51,130782,409,Female,21,5,40,1
31,86727,520,Male,34,7,21,0
21,117800,669,Female,17,11,39,1
63,129164,667,Male,18,5,38,0
44,66216,735,Male,81,11,40,1
46,91833,303,Male,66,10,40,1
64,78755,543,Male,51,4,10,0
45,47856,465,Female,65,2,3,0
52,134959,325,Female,43,0,6,0
25,93870,694,Male,57,4,20,1
33,44162,773,Male,10,5,6,0
59,26008,316,Male,37,13,3,0
53,27987,391,Female,48,5,11,0
47,82532,782,Male,69,13,26,1
35,116502,842,Male,56,5,16,1
19,23332,504,Female,76,2,19,0
30,86323,801,Male,36,14,30,1
21,58990,699,Female,31,3,25,0
43,29873,506,Female,55,14,30,1
42,102542,445,Male,38,2,34,0
47,105761,400,Male,73,1,8,0
28,56444,540,Male,90,7,4,0
24,55340,462,Female,15,6,47,1
48,125219,472,Female,16,10,7,0
61,25033,801,Female,77,7,20,0
27,93324,846,Male,89,12,15,1
56,35689,583,Male,94,5,15,0
30,129756,658,Male,53,10,17,1
48,107134,680,Male,56,14,46,1
24,123016,832,Male,7,11,27,1
59,115239,462,Male,57,14,17,1
59,20066,606,Female,55,13,13,0
53,134159,638,Female,52,6,47,1
37,65246,354,Female,4,0,36,0
21,27533,632,Male,43,9,39,1
24,100639,426,Female,40,4,15,0
18,90152,542,Female,30,3,20,0
61,131581,899,Female,10,9,0,0
62,135828,708,Male,94,2,10,0
59,79658,802,Male,7,1,10,0
64,58498,602,Female,36,13,1,0
30,129028,763,Male,35,13,31,1
39,31772,534,Male,88,8,18,0
38,109385,337,Male,39,7,4,0
39,69036,438,Male,36,9,2,0
45,78531,494,Female,20,14,27,1
26,139159,826,Male,49,1,25,0
43,32940,300,Female,96,5,22,0
26,138027,860,Female,59,2,29,1
32,36932,395,Male,49,2,7,0
27,115305,712,Male,90,4,35,1
41,76827,837,Male,26,6,28,0
59,81431,728,Female,36,6,12,0
25,44648,534,Female,43,10,24,0
41,132947,648,Female,99,9,21,1
33,52966,780,Female,43,0,45,1
43,47777,695,Female,99,10,32,1
44,144661,650,Female,76,6,36,1
54,52567,715,Female,33,6,6,0
21,135259,350,Male,78,5,22,1
41,37174,380,Female,97,5,5,0
36,62598,335,Female,45,12,14,0
53,144711,366,Female,45,12,14,1
56,79199,780,Female,88,1,39,1
27,33798,767,Male,15,2,33,0
42,85364,441,Female,95,2,13,0
35,37558,655,Female,17,12,28,1
36,81084,770,Male,12,2,15,0
53,64237,890,Male,22,1,28,0
27,85497,738,Female,23,8,22,0
50,20178,830,Female,90,5,9,0
22,136932,426,Female,78,1,46,1
64,106006,504,Female,12,2,3,0
52,37118,328,Female,68,9,11,0
61,42616,744,Female,51,5,41,1
51,20798,763,Male,13,3,33,0
50,27601,579,Male,57,6,3,0
38,45363,450,Female,55,5,19,0
34,22795,539,Female,82,14,27,1
39,117462,565,Female,28,5,27,0
54,65264,404,Male,44,11,5,0
32,122892,732,Female,19,2,13,0
52,92833,796,Male,46,10,34,1
45,149688,739,Male,3,7,46,1
24,23084,457,Female,83,8,0,0
49,115865,471,Male,20,5,18,0
28,96646,793,Female,25,1,0,0
27,20731,610,Male,75,0,12,0
26,21129,702,Female,56,2,7,0
31,48022,762,Female,81,2,17,0
30,21605,666,Male,61,7,34,0
42,97506,849,Male,55,4,22,1
19,129241,554,Male,35,0,49,1
52,64130,507,Female,78,10,25,1
24,49265,749,Male,59,3,40,1
38,52330,394,Male,39,6,37,0
35,88469,777,Female,57,4,19,0
20,35187,489,Female,83,9,1,0
59,45791,783,Male,67,14,25,1
56,110436,835,Male,34,12,35,1
58,90610,722,Male,41,5,24,0
28,132341,432,Female,22,13,29,1
56,111962,354,Female,27,9,17,0
41,59867,809,Male,21,3,6,0
